Channel,Recipient,Title,TypeOfSupport,FinancialInstrument,Sector,Ressort,Jahr,Klimafinanzierung in USD,Region,Kontinent
bilateral,United Republic of Tanzania,"Leadership and economic empowerment of women entrepreneurs and youth in Kilimanjaro region, continuation",adaptation,Grant,"Industry, Mining, Construction (320)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Programm Entwicklung des Wassersektors,cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2021,300000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Strengthening communication, network and lobbying",cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated livelihood project in the diocese of Mbulu, Tanzania",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Aligning climate resilience, sustainable development and poverty reduction in Tanzania, continuation",adaptation,Grant,Multisector (410),BMZ,2021,400000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Forest Landscape Restoration (FLR) in East Africa – political framework and pilot measures for the successful implementation of FLR strategies,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Office and Centre for technical and practical learning for marginalised groups in the Kilimanjaro Region,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Contribution to improved food security and access to markets as well as youth training in Laela, Diocese of Sumbawanga",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Improvement of living conditions of small farmer families in four villages of Tabora District, Tanzania",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Mafia Integrated Rural Development Project,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated rural development project in Tunduru-Masasi diocese, Tanzania",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Aligning climate resilience, sustainable development and poverty reduction in Tanzania",cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated Community Mobilisation Programme, continuation",adaptation,Grant,Other Multisector (430),BMZ,2021,250000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Makete Women and Youth Economic Empowerment,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Our Seeds Our Rights,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Improvement of training in electrical installation and photovoltaics in a vocational school in Iringa, Tanzania",mitigation,Grant,Education (110),BMZ,2021,128500.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Construction of Office Premises for the promotion of ecological agriculture,adaptation,Grant,Other Multisector (430),BMZ,2021,150000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Improvement of living conditions of small farmer families in five selected villages of Tabora District, Tanzania",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,147000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Support of a sustainable agriculture and improvement of the hygiene situation in the diocese of Iringa, Tanzania",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,118000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Church based advocacy work on human rights and youth empowerment,cross-cutting,Grant,Government & Civil Society (150),BMZ,2021,460000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Community Empowerment Programme,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,75000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated rural development in the diocese of Mbeya, Tanzania",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated rural development project in Kisarawe District, Tanzania",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,159500.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated rural development in Songea Archdiocese, Tanzania",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Loliondo/Serengeti Development Programme,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated rural development project in the diocese of Same, Tanzania",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Strengthening community centred inititatives, continuation",adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Water Sector Development Programme III,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Förderung des Energiesektors,mitigation,Grant,Energy (230),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Sustainable management of the Selous Game Reserve,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Support of the water sector's development,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Programme Sustainable Management of Natural Resources,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"adaptation to Climate Change for Improved Livelihoods in Semi - Arid Chemba and Kondoa Districts of Dodoma Region, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Sustainable local value chain development for improved food security and poverty reduction in Ulaya, Tanzania",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,CCT Three Year Plan 2017-2019,adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,Biodiversity Rescue in Tanzania,mitigation,Grant,not available ,BMZ,2021,5000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Integrated Rural Development Programme in Ngara District, Tanzania",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,United Republic of Tanzania,"Enhancing the productivity of small scale farmers in the diocese of Mahenge, Tanzania",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Zambia,Building Resilience of draught-affected households in Zambia,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Water Sector Reform in Zambia (WSRP),adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Climate resilience through risk prevention and innovative climate risk insurances,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Energy- Cooperatives for Farmers in Zambia,mitigation,Grant,Energy (230),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Sustainable food security through climate-adapted organic farming and improved environmental management in the Central Province of Zambia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,19066.7,Ostafrika,Afrika
bilateral,Zambia,Climate-compatible sanitation in peri-urban areas of Lusaka,cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Decentralization for Development – D4D: Promotion of efficient and transparent local Governance,adaptation,Grant,"Government & Civil Society (150), Water Supply & Sanitation (140)",BMZ,2021,4750000.0,Ostafrika,Afrika
bilateral,Zambia,Reform of the Water Sector Programme,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,2750000.0,Ostafrika,Afrika
bilateral,Zambia,Groundwater management in Zambia with a focus on the Upper Kafue catchment area,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,500000.0,Ostafrika,Afrika
bilateral,Zambia,Conservation of natural ressources and Food security through Strengthening and Consolidation of sustainable agriculture in the KAZA area of Sambia.,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Management of Water Resources and Sanitation for medium-sized Towns,cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2021,10800000.0,Ostafrika,Afrika
bilateral,Zambia,Sustainable Livelihoods and Food Security Project,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,125000.0,Ostafrika,Afrika
bilateral,Zambia,Sustainable Water Resources Management and Agricultural Water Use in Zambia,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,GET FiT Zambia,cross-cutting,Grant,Energy (230),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Strengthening Local Governance in Zambia III,adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zambia,Sustainable Access to Electricity in Southern Division,mitigation,Grant,Energy (230),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Socio-Economic Resilience of Small-holder Farmers in Chimanimani District - Continuation,adaptation,Grant,Other Multisector (430),BMZ,2021,450000.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Enhanced Resilience, adaptation to Shocks and Economic Strengthening, continuation",adaptation,Grant,Other Multisector (430),BMZ,2021,655000.0,Ostafrika,Afrika
bilateral,Zimbabwe,Upscaling Climate Resilience for Food and Nutrition Security Enhancement (continuation),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Integrated Water and Food Security Project in Matobo District,cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2021,623000.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Rehabilitation of living conditions in four regions affected by cyclone Idai in the diocese of Mutare, Zimbabwe",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Strengthening of children's rights in Chimanimani district - continuation,adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Improving the livelihoods of young adults and smallholder farmers by promoting employment in the poultry sector in Mashonaland East, Mashonaland Central and Manicaland Provinces, Zimbabwe",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,548874.5,Ostafrika,Afrika
bilateral,Zimbabwe,Strengthening the resilience of small farmers to the consequences of climate change through integrated water resource management (IWRM) and climate smart agriculture (CSA) in southern Zimbabwe,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Multi-Sectoral Approach towards Nutrition Adaption (MANA) in Zimbabwe,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Sustainable food security through an integrated rural development and marketing project for smallholder farmers in Mbire District, Mashonaland Central Province, Zimbabwe",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,1274894.97,Ostafrika,Afrika
bilateral,Zimbabwe,Strategies for Rural Community Resilience in Zimbabwe.,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,10890.0,Ostafrika,Afrika
bilateral,Zimbabwe,Increasing Resilience of Resource Poor Farmers Through Seed Sovereignty in Zimbabwe - Continuation,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Kommunale Wasser- und Sanitärversorgung III,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,125000.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Improvement of Nutrition, Water Supply and Sanitation in Mberengwa District in the Diocese of Gweru",cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Transforming and Strengthening Agricultural Extension Services on Agroecology in Zimbabwe,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Enhanced Resilience, adaptation to Shocks and Economic Strengthening",adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Improvement of food and income security in the diocese of Mutare, Zimbabwe",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Climate Smart Sustainable livelihoods Project,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,330000.0,Ostafrika,Afrika
bilateral,Zimbabwe,Youth-led Community Projects,adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2021,187500.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Improvement of food security and health status of vulnerable housholds in the Diocese of Masvingo, Zimbabwe",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Small-scale irrigation projects in Matabeleland South Province, Zimbabwe",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"Sustainable poverty reduction and food security for small scale farmers through capacity building in the catchment area of Harare, Zimbabwe.",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,92723.815,Ostafrika,Afrika
bilateral,Zimbabwe,Promotion of Food security and agriculture in Zimbabwe (AISP III),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,"MASO/EU - Improving Food Security and Resilience in Drought Prone Areas of Zimbabwe and Zambia through Nutrition, Sustainable Agriculture and Renewable Energies",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Zimbabwe,Municipal water and sewage provision IV,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Ostafrika,Afrika
bilateral,Region Africa,Region Africa - grant equivalent for development loans of KfW - adaptation ,adaptation,grant equivalent of concessional loan,Not applicable,BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Region Africa,Region Africa - grant equivalent for development loans of KfW - mitigation ,mitigation,grant equivalent of concessional loan,Not applicable,BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Region Africa,Region Africa - interest subsidies for development loans of KfW (budgetary sources) - adaptation,adaptation,Grant,Not applicable,BMZ,2021,8000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Region Africa,Region Africa - interest subsidies for development loans of KfW (budgetary sources) - mitigation,mitigation,Grant,Not applicable,BMZ,2021,45500000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACB - ASEAN Center for Biodiversity,ASEAN Center for Biodiversity - Small Grants Programme Phase II,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACB - ASEAN Center for Biodiversity,Institutional Strengthening of the Biodiversity Sector in ASEAN,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACB - ASEAN Center for Biodiversity,ASEAN Centre for Biodiversity - Small Grants Programme,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACB - ASEAN Center for Biodiversity,Institutionelle Stärkung des Biodiversitätssektors in ASEAN,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACB - ASEAN Center for Biodiversity,Biodiversity- based products as economic source for nature conservation and livelihood development,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACE - ASEAN Centre for Energy,ASEAN-German Energy Programme,mitigation,Grant,Energy (230),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ACE - ASEAN Centre for Energy,ASEAN-German Energy Programme,mitigation,Grant,Energy (230),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Afghanistan,Regional Infrastructure Development Fund VI (RIDF),adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Regional Infrastructure Development Fund (RIDF) III,mitigation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Strengthening the water sector,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,6000000.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Sustainable Economic Development and Employment Promotion,adaptation,Grant,Business & Other Services (250),BMZ,2021,1400000.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Sustainable Economic Development and Employment Promotion,adaptation,Grant,Business & Other Services (250),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Water Sector Improvement Programme,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,National Highway Kunduz - Kholm III,mitigation,Grant,Transport & Storage (210),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Improvement of Power Supply by Renewable Energy and Energy Efficiency,mitigation,Grant,Energy (230),BMZ,2021,25000000.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Programme for the improvement of the energy sector,mitigation,Grant,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Forest Landscape Restoration,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Regional Infrastructure Development Fund VI (RIDF),adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Sustainable Economic Development and Employment Promotion,adaptation,Grant,Business & Other Services (250),BMZ,2021,6100000.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Economic Infrastructure Development Afghanistan,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Afghanistan,Provincial Electrification Northern Afghanistan II,mitigation,Grant,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Albania,Support to Small Scale Farmers and Entrepreneurs in Rural Regions,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Integrated sustainable development of the coastal region,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,SME promotion via loan guarantee fund,mitigation,Grant,Banking & Financial Services (240),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Programme Earthquake Reconstruction of Public Buildings - Energy Efficiency Component (DKTI),mitigation,Grant,not available ,BMZ,2021,7000000.0,Europa,Europa
bilateral,Albania,Strengthening inclusive education in Albania,mitigation,Grant,Other Social Infrastructure & Services (160),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Water Sector Performance and Investment Programme,adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,22750000.0,Europa,Europa
bilateral,Albania,Hydropower and Dam Safety Mat-Drin Cascade,cross-cutting,concessional loan,Energy (230),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Grenzüberschreitendes Biosphärenreservat Prespa,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Protection of biodiversity in rural areas of Albania,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Waste management programme,mitigation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Climate-friendly local public transport in the Tirana conurbation (DKTI),mitigation,Grant,Transport & Storage (210),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Waste Management Programme II (grant),mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Solid Waste Management Southeast Albania,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Performance and Customer oriented Drinking Water and Wastewater Services,cross-cutting,Grant,Multisector (410),BMZ,2021,2000000.0,Europa,Europa
bilateral,Albania,Climate-friendly integrated waste and recycling management (DKTI),mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Kommunale Infrastruktur IV Programm (Investitionsm.),adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Municipal Infrastructure IV Programme (Investitionsm.),adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Programme for the energy-efficient refurbishment of dormitories in the University Campus of Tirana,mitigation,Grant,Energy (230),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Energy Efficiency Sector Programme Power Transmission,cross-cutting,concessional loan,Energy (230),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Program Economic Development and Employment Promotion,adaptation,Grant,Business & Other Services (250),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,"Modernised, climate-friendly waste and recycling management (DKTI)",mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,300000.0,Europa,Europa
bilateral,Albania,Water Sector Performance and Investment Programme - Accompanying Measures,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,1500000.0,Europa,Europa
bilateral,Albania,Water Sector Programme/ Rural Water Supply Programme III,adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Municipal Infrastructure Programme III,adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Sektorprogramm Wasser  / Programm ländliche Wasserversorgung III,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Solid Waste Management Program (AM),mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,110kV Circuit Line South Albania (AM),mitigation,Grant,Energy (230),BMZ,2021,0.0,Europa,Europa
bilateral,Albania,Water Sector Programme IV,adaptation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,0.0,Europa,Europa
bilateral,Armenia,"Development of inclusive rural cooperatives, improvement of infrastructure and capacity building of community based organizations, continuation",adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Development of organic farming as a contribution to the protection of biodiversity and poverty reduction in North Armenia,adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Integrated Water Resources Management Akhouryan River II,adaptation,concessional loan,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Hydropower plant Cascade Vorotan,mitigation,concessional loan,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Qualification of Shen as multiplicator for organic and fair trade agricultural products,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,"Rehabilitation of Municipal Infrastructure II, Phase 2",mitigation,concessional loan,Water Supply & Sanitation (140),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Hydropower plant Kaskade Vorotan,mitigation,Syndicated/composite loan,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,GAF Refinanzierungslinie II (ZV),mitigation,Grant,Banking & Financial Services (240),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Caucasus Energy Interconnection I (Transmission Lines Armenia-Georgia/Substation),cross-cutting,concessional loan from budgetary sources,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,GAF refinancing line II (ZV),mitigation,concessional loan,Banking & Financial Services (240),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Programme for the introduction of agricultural insurance,adaptation,Grant,Banking & Financial Services (240),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Community based integrated ruaral development in Armenia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Expansion of renewable energies (Phase II) - DKTI,mitigation,concessional loan,Energy (230),BMZ,2021,35000000.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Biodiversity and sustainable local development – Armenia,cross-cutting,Grant,Multisector (410),BMZ,2021,3000000.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Priority Programme Environment - Protected Area Promotion in the Southern Caucasus/Armenia,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Expansion of renewable energies,mitigation,concessional loan,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Armenia,SME Support III (accomp. measures),mitigation,Grant,Banking & Financial Services (240),BMZ,2021,200000.0,Süd- und Zentralasien,Asien
bilateral,Armenia,Expansion of renewable energies (Phase II) - BM - DKTI,mitigation,Grant,Energy (230),BMZ,2021,3000000.0,Süd- und Zentralasien,Asien
bilateral,ASEAN,Sustainable mobility in metropolitan regions,mitigation,Grant,Transport & Storage (210),BMZ,2021,750000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,ASEAN-German Climate Action Programme,cross-cutting,Grant,Multisector (410),BMZ,2021,3000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,Sustainable design of urban mobility in middle-sized metropolitan regions in ASEAN,mitigation,Grant,Transport & Storage (210),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
