index;Channel;Recipient;Title;FinancialInstrument;TypeOfSupport;Sector;GrantEquivalent;SubSector;AdditionalInformation;Year;Klimafinanzierung;Haushalt;Ressort;Recipient Deutsch;Region;Kontinent;CONTINENT;ISOCode
591;Bilateral;Morocco;Drinking water supply Taroudant;Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply and basic sanitation (14030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2011.6636.2;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
592;Bilateral;Morocco;Wind Programme Morocco (IKLU);Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Wind energy (23240);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2012.6621.2;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
593;Bilateral;Morocco;Small and medium irrigation perimeters (PMH III);Darlehen;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural water resources (31140);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2000.6552.4;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
594;Bilateral;Morocco;Improvement of energy infrastructures in Souss-Mass region;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy conservation and demand-side efficiency (23183);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2018.2113.1;2021;15000000.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
595;Bilateral;Morocco;Solarkomplex Noor Midelt;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Solar energy for centralised grids (23230);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2017.7024.7;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
596;Bilateral;Morocco;Programme d'Intégration des énergies renouvelables;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Electric power transmission and distribution (centralised grids) (23630);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2020.6739.5;2021;121500000.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
597;Bilateral;Morocco;Strengthening quality infrastructure for photovoltaics;Zuschuss;cross-cutting;Energieerzeugung, -Verteilung und -Effizienz;0.0;Solar energy for centralised grids (23230);BMZ (Physikalisch-Technische Bundesanstalt (PTB)), significant objective, 2019.2085.9;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
598;Bilateral;Morocco;Reform partnership - promoting entrepreneurship with a focus on micro, small and start-ups;Zuschuss;mitigation;Privatwirtschaftliche Und Andere Dienste;0.0;Business policy and administration (25010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2019.2295.4;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
599;Bilateral;Morocco;Improving the energy infrastructure in municipalities in the Oriental region;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy and administrative management (23110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2016.2056.6;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
600;Bilateral;Morocco;Employment promotion in the water and sanitation sector in Morocco;Zuschuss;cross-cutting;Industrie, Bergbau, Bauwesen;0.0;Small and medium-sized enterprises (SME) development (32130);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2020.2202.8;2021;7500000.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
601;Bilateral;Morocco;Support for Morocco's energy policy;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy and administrative management (23110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2017.2095.2;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
602;Bilateral;Morocco;Supporting the implementation of the 2030 Agenda for Sustainable Development in Morocco;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Public sector policy and administrative management (15110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2018.2161.0;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
603;Bilateral;Morocco;Integrated management of water resources;Zuschuss;cross-cutting;Wasser und Abwasser/Abfallentsorgung;0.0;Water sector policy and administrative management (14010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2010.2007.2;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
604;Bilateral;Morocco;Support for the national wastewater programme, phase II;Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply and basic sanitation (14030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2006.6597.6;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
605;Bilateral;Morocco;Pro-poor water management for enhanced resilicence in rural area;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural water resources (31140);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2018.2115.6;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
606;Bilateral;Morocco;Occupation support in the rural sewage management and in the sanitary care ;Zuschuss;cross-cutting;Industrie, Bergbau, Bauwesen;0.0;Small and medium-sized enterprises (SME) development (32130);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.4100.2;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
607;Bilateral;Morocco;Support of the Moroccan Energy Policy;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources - multiple technologies (23210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2018.2112.3;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
608;Bilateral;Morocco;Environmental Program;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2014.2020.7;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
609;Bilateral;Morocco;Promotion of smallest, small and medium-sized enterprises;Zuschuss;cross-cutting;Privatwirtschaftliche Und Andere Dienste;0.0;Business policy and administration (25010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2014.2021.5;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
610;Bilateral;Morocco;Power-to-X thematic project - grant;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources - multiple technologies (23210);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2020.6813.8;2021;65000000.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
611;Bilateral;Morocco;AT Hôpitaux verts II;Zuschuss;mitigation;Gesundheitswesen;0.0;Medical services (12191);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2016.7017.3;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
612;Bilateral;Morocco;Integrated management of water resources;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water sector policy and administrative management (14010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2016.2057.4;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
613;Bilateral;Morocco;Lasting tourism for the occupation support and income support in the rural area ;Zuschuss;mitigation;Sonstige Soziale Infrastruktur und Dienste;0.0;Employment creation (16020);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.4106.9;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
614;Bilateral;Morocco;Unterstützung des Nationalen Abwasserentsorgungsprogramms (AVA);Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water supply and sanitation - large systems (14020);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2007.6586.7;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
615;Bilateral;Morocco;Grid Connection Solar Complex NOOR Midelt;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Electric power transmission and distribution (centralised grids) (23630);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2017.6856.3;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
616;Bilateral;Morocco;Integrated planning and energy efficiency to strengthen the application of climate technologies;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy conservation and demand-side efficiency (23183);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2015.2169.9;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
617;Bilateral;Morocco;adaptation to climate change;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2012.2169.6;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
618;Bilateral;Morocco;MAP for energy transition in Africa towards 100 % Renewable Energy;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy and administrative management (23110);BMZ (Engagement Global gGmbH), principal objective, 2018.0600.9-3776;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
619;Bilateral;Morocco;Wind Programme Morocco Phase 2;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Wind energy (23240);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2012.6531.3;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
620;Bilateral;Morocco;Integrated Water Resources Management Tensift I;Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water supply - large systems (14021);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2012.6530.5;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
621;Bilateral;Morocco;Alimentation en Eau Potable Rurale;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply and basic sanitation (14030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2008.6577.4;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
622;Bilateral;Morocco;Renewable energy and energy efficiency in the provinces of Tata and Midelt (DKTI III);Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy and administrative management (23110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2014.2498.5;2021;0.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
623;Bilateral;Morocco;Green Jobs through sustainable supply chains;Zuschuss;mitigation;Andere multisektorale Massnahmen;0.0;Employment creation (16020), Business development services (25030), Multisector education/training (43081);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2020.2252.3;2021;5500000.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
624;Bilateral;Morocco;Circular economy in urban water management in Morocco;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Water sector policy and administrative management (14010), Urban development and management (43030) ;BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2020.2073.3;2021;3000000.0;Haushaltsmittel;BMZ;Marokko;Nördlich der Sahara;Afrika;Africa;MAR
625;Bilateral;Mozambique;Strengthening informal seed systems and organizational development for smallholder families in the districts of Alto Molocue and Macate and promotion of UNAC´s advocacy work;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Engagement Global gGmbH), significant objective, 2018.0600.9-3331;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
626;Bilateral;Mozambique;EDM programme for grid modernisation;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Electric power transmission and distribution (centralised grids) (23630);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2014.6758.8;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
627;Bilateral;Mozambique;Land rights program for small scale farmers in Southern Mozambique - Continuation;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Human rights (15160);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7663.8;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
628;Bilateral;Mozambique;Secure land rights, sustainable management of natural resources and promotion of local development in 8 districts in the provinces of Maputo, Gaza and Inhambane.;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Engagement Global gGmbH), significant objective, 2018.0600.9-3218;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
629;Bilateral;Mozambique;BIOFUND III;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2017.6882.9;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
630;Bilateral;Mozambique;Green citizen energy for Africa: Mozambique;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources - multiple technologies (23210);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2018.6866.0;2021;13480000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
631;Bilateral;Mozambique;EDM Kurzfristiger Investitionsplan (STIP) II;Zuschuss;cross-cutting;Energieerzeugung, -Verteilung und -Effizienz;0.0;Electric power transmission and distribution (centralised grids) (23630);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2018.6746.4;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
632;Bilateral;Mozambique;National Control Centre;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy conservation and demand-side efficiency (23183);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2020.6840.1;2021;15000000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
633;Bilateral;Mozambique;Capacity building of communities in sustainable resource management and environment protection;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2017.7590.7;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
634;Bilateral;Mozambique;Integrated rural development in Dombe and Sussundenga districts, Mozambique;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3291.4;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
635;Bilateral;Mozambique;Improving living conditions of the rural population in three districts of Sofala Province;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3064.5;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
636;Bilateral;Mozambique;Improving socio economic living conditions of families in Manhica;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2018.3263.3;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
637;Bilateral;Mozambique;Protection of land rights and sustainable use of natural ressources;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2017.7555.0;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
638;Bilateral;Mozambique;Decentralised Infrastructure (PRODIA II);Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Decentralisation and support to subnational government (15112);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2014.6725.7;2021;2000000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
639;Bilateral;Mozambique;adaptation to Climate Change;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water resources conservation (including data collection) (14015);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2014.2283.1;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
640;Bilateral;Mozambique;Strengthen the security of land ownership and improve land management, in 7 districts in Nampula province;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMZ (Engagement Global gGmbH), significant objective, 2017.0601.9-2429;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
641;Bilateral;Mozambique;Landsecurity for all - program to empower local comunities for their (land-) rights and sustainable use of natural ressources, continuation;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agrarian reform (31164);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7429.2;2021;500000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
642;Bilateral;Mozambique;Supporting families in their efforts to climate change adaptation in rural communities of Inhamabane;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.2715.9;2021;599000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
643;Bilateral;Mozambique;accompanying measure in support of municipalities;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Public sector policy and administrative management (15110);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2014.7026.9;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
644;Bilateral;Mozambique;Supporting sustainable agriculture, alternative medicine and drinking water supply in Manica district, Mozambique;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3290.6;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
645;Bilateral;Mozambique;Mozambique Country Strategic Plan 2019;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Food assistance (52010);BMZ (UN World Food Progrmme (WFP)), principal objective, 2019.1811.9;2021;1000000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
646;Bilateral;Mozambique;"MAHLAHLE - Protection of Forest and Mangrove Ecosystems  through 
the Introduction of Sustainable Systems for the Use and Management of Natural Resources in Inhambane Province, Mozambique.";Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental education/training (41081);BMZ, program financed by the 'German Energy and Climate Fund'/ 'International Climate and Environmental Protection' (Engagement Global gGmbH), significant objective, 2017.9839.6-2786;2021;266667.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
647;Bilateral;Mozambique;Improvement of the living conditions of people affected by the cyclone IDAI;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2019.7701.6;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
648;Bilateral;Mozambique;Sustainable Livelihood and Literacy Programme in rural and semi-urban communities, continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural education/training (31181);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7461.5;2021;275000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
649;Bilateral;Mozambique;Improving food security and strengthening the resilience of smallholder families in three districts of Sofala Province, Mozambique;Zuschuss;cross-cutting;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply (14031);BMZ (Engagement Global gGmbH), significant objective, 2019.0601.5-4308;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
650;Bilateral;Mozambique;Support rural communities to enhance self- protection against the impacts of climate-change in  Mosambik;Zuschuss;adaptation;Katastrophenvorsorge;0.0;Multi-hazard response preparedness (74020);BMZ (Deutsches Rotes Kreuz e.V.), principal objective, 2017.2600.9;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
651;Bilateral;Mozambique;Improving a diversified nutrition and income generation through strengthening organisations of small scale farming households in Ile and Mulevala;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural co-operatives (31194);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3267.4;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
652;Bilateral;Mozambique;Limpopo National Park as an integral part of the Great Limpopo Park transnational reserve;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2014.6876.8;2021;6000000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
653;Bilateral;Mozambique;EDM Short-Term Investment Plan (STIP) - Transmission;Zuschuss;cross-cutting;Energieerzeugung, -Verteilung und -Effizienz;0.0;Electric power transmission and distribution (centralised grids) (23630);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2015.6874.0;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
654;Bilateral;Mozambique;Multiplication of native seeds and Lobbying for the use of native seeds, continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural inputs (31150);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7664.6;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
655;Bilateral;Mozambique;Investment programme for economic development in municipalities;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Urban development and management (43030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2020.6744.5;2021;7500000.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
656;Bilateral;Mozambique;Green Urban Infrastructure in the Municipality of Beira;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Urban development and management (43030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2016.6731.0;2021;0.0;Haushaltsmittel;BMZ;Mozambik;Ostafrika;Afrika;Africa;MOZ
657;Bilateral;Namibia;Mobilising resources for the effective implementation of Namibia’s updated National Biodiversity Strategy and Action Plan;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;0.0;Haushaltsmittel;BMUV;Namibia;Südliches Afrika;Afrika;Africa;NAM
658;Bilateral;Namibia;Programme for integrated National Park management II;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2013.6562.6;2021;4000000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
659;Bilateral;Namibia;Developing the Biodiversity Economy in selected Landscapes in Namibia;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2021;0.0;Haushaltsmittel;BMUV;Namibia;Südliches Afrika;Afrika;Africa;NAM
660;Bilateral;Namibia;Inclusive and sustainable urban development;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Urban development and management (43030);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2019.2088.3;2021;250000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
661;Bilateral;Namibia;Community Based Natural Resource Management (CBNRM);Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.2209.3;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
662;Bilateral;Namibia;Groundwater Research in the North of Namibia;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water sector policy and administrative management (14010);BMZ (Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)), significant objective, 2013.2472.2;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
663;Bilateral;Namibia;Attendant to the project NDP 4 support program for road maintenance and rehabilitation;Zuschuss;adaptation;Transport und Lagerhaltung;0.0;Road transport (21020);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2009.7009.5;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
664;Bilateral;Namibia;Adaption to climate change in Namibia;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMZ, program financed by the 'German Energy and Climate Fund'/ 'International Climate and Environmental Protection' (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2013.9767.8;2021;42857.8122104689;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
